-0.313444,-0.00513469,-2.06108,-0.026582,-0.026582,-0.0409887,0.109895,-0.328211,0.330633,-2.03165,-0.0250059,-0.0250059,-0.0791969,0.111885,-0.340148,0.652097,-1.98902,0,0,0,0,-0.316954,0.799051,-1.96877,0,0,0,0,-0.510183,0.524243,-1.96943,0.76929,0.76929,-0.603001,-0.0985984,-0.633219,0.248338,-1.99168,0.97155,0.97155,-0.104149,-0.160738,-0.709179,0.0212066,-1.92093,0.98757,0.98757,-0.0975222,-0.122466,-0.712689,-0.0446662,-1.90468,0.98757,0.98757,-0.0975222,-0.122466,-0.146828,0.526573,-2.05509,0.597024,0.597024,0.77476,-0.107291,-0.0397282,0.268585,-2.09695,0.871331,0.871331,0.416679,-0.202903,0.0729356,0.051868,-2.04207,0.875445,0.875445,0.397987,-0.249416,0.104124,-0.0146895,-2.01496,0.875445,0.875445,0.397987,-0.249416,-0.390912,-0.0056139,-2.00313,0.777136,0.777136,-0.615779,0.0851624,-0.411043,-0.414293,-2.11022,0.744928,0.744928,-0.664667,-0.0125954,-0.445715,-0.75784,-2.1295,0,0,0,0,-0.441451,-0.832885,-2.0329,0,0,0,0,-0.224053,-0.00445994,-2.04047,0.617873,0.617873,0.775508,0.08396,-0.227493,-0.415988,-2.14994,0.77527,0.77527,0.628114,-0.00319361,-0.190565,-0.757789,-2.17703,0.77527,0.77527,0.628114,-0.00319361,-0.202808,-0.836527,-2.0875,0,0,0,0
-0.313384,-0.00517843,-2.06105,-0.0265963,-0.0265963,-0.0410062,0.110071,-0.328152,0.330548,-2.03161,-0.025026,-0.025026,-0.0792413,0.111958,-0.340091,0.651955,-1.98896,0,0,0,0,-0.316958,0.799047,-1.96884,0,0,0,0,-0.510121,0.524202,-1.96938,0.785326,0.785326,-0.582934,-0.092229,-0.631554,0.247783,-1.99151,0.97805,0.97805,-0.0465536,-0.150501,-0.701615,0.0188601,-1.92122,0.993478,0.993478,-0.0416704,-0.0837845,-0.692885,-0.0508058,-1.90897,0.993478,0.993478,-0.0416704,-0.0837845,-0.146828,0.526572,-2.05509,0.610658,0.610658,0.764864,-0.102798,-0.0416007,0.268937,-2.09616,0.87006,0.87006,0.424022,-0.200769,0.0668202,0.0504675,-2.04088,0.885446,0.885446,0.406691,-0.222238,0.0860791,-0.0210477,-2.01181,0.885446,0.885446,0.406691,-0.222238,-0.390832,-0.00568221,-2.00306,0.776776,0.776776,-0.616135,0.0898958,-0.406154,-0.417922,-2.1123,0.759224,0.759224,-0.647797,-0.0184948,-0.445602,-0.7582,-2.12932,0,0,0,0,-0.438591,-0.835131,-2.03547,0,0,0,0,-0.224002,-0.00449088,-2.04048,0.617654,0.617654,0.775681,0.0839626,-0.227465,-0.415922,-2.14994,0.771672,0.771672,0.63258,-0.00320519,-0.190938,-0.75783,-2.17703,0.771672,0.771672,0.63258,-0.00320519,-0.202115,-0.836711,-2.08746,0,0,0,0
-0.313319,-0.00498492,-2.06103,-0.0266791,-0.0266791,-0.041012,0.110217,-0.32813,0.330552,-2.03159,-0.024984,-0.024984,-0.0792769,0.11208,-0.340042,0.651834,-1.98896,0,0,0,0,-0.316977,0.799044,-1.96884,0,0,0,0,-0.510093,0.524228,-1.96937,0.827574,0.827574,-0.524663,-0.0733413,-0.626351,0.245789,-1.99159,0.98361,0.98361,-0.0486091,-0.140557,-0.67974,0.0115854,-1.92515,0.993097,0.993097,-0.0415219,-0.0856731,-0.670542,-0.058025,-1.9126,0.993097,0.993097,-0.0415219,-0.0856731,-0.146772,0.526824,-2.05515,0.653676,0.653676,0.730433,-0.088306,-0.0459233,0.269054,-2.09523,0.873638,0.873638,0.429065,-0.19272,0.0497764,0.0455322,-2.03781,0.885902,0.885902,0.41783,-0.199675,0.0668989,-0.0277868,-2.01138,0.885902,0.885902,0.41783,-0.199675,-0.390775,-0.00554897,-2.00302,0.777065,0.777065,-0.615814,0.0884363,-0.407567,-0.416071,-2.1114,0.755381,0.755381,-0.652431,-0.016433,-0.445603,-0.758183,-2.12932,0,0,0,0,-0.439328,-0.834823,-2.03507,0,0,0,0,-0.223935,-0.00422745,-2.0405,0.617507,0.617507,0.775799,0.0839255,-0.227386,-0.415976,-2.15003,0.771605,0.771605,0.632668,-0.0031713,-0.190921,-0.757782,-2.17711,0.771605,0.771605,0.632668,-0.0031713,-0.202018,-0.836808,-2.08781,0,0,0,0
-0.313287,-0.00492655,-2.061,-0.0266524,-0.0266524,-0.0410734,0.110157,-0.328072,0.330506,-2.03153,-0.0248215,-0.0248215,-0.0796458,0.11198,-0.339869,0.651492,-1.98877,0,0,0,0,-0.316972,0.799033,-1.9688,0,0,0,0,-0.510086,0.524224,-1.96936,0.845561,0.845561,-0.500495,-0.061379,-0.619404,0.239999,-1.99127,0.982848,0.982848,-0.100457,-0.136034,-0.662279,0.0026062,-1.92829,0.987683,0.987683,-0.0962335,-0.0721618,-0.64948,-0.0649136,-1.91702,0.987683,0.987683,-0.0962335,-0.0721618,-0.146908,0.52698,-2.05499,0.681594,0.681594,0.707448,-0.078303,-0.0510771,0.266504,-2.09236,0.834649,0.834649,0.510064,-0.18744,0.0341453,0.0382388,-2.03707,0.844193,0.844193,0.499099,-0.19437,0.0466003,-0.0346355,-2.00948,0.844193,0.844193,0.499099,-0.19437,-0.390752,-0.00551929,-2.003,0.777196,0.777196,-0.615607,0.0871951,-0.40903,-0.413495,-2.11063,0.777588,0.777588,-0.62598,-0.0120553,-0.445562,-0.758133,-2.12931,0,0,0,0,-0.434116,-0.839579,-2.04336,0,0,0,0,-0.223896,-0.00413347,-2.04047,0.617521,0.617521,0.775791,0.0839104,-0.227344,-0.415989,-2.15001,0.77262,0.77262,0.631433,-0.00284632,-0.190987,-0.757858,-2.1772,0.77262,0.77262,0.631433,-0.00284632,-0.202417,-0.836852,-2.08799,0,0,0,0
-0.313348,-0.00485805,-2.06104,-0.0265797,-0.0265797,-0.0411631,0.110304,-0.32807,0.330497,-2.03153,-0.0247197,-0.0247197,-0.079687,0.111854,-0.339825,0.651407,-1.98877,0,0,0,0,-0.317118,0.798957,-1.96861,0,0,0,0,-0.510035,0.524205,-1.96931,0.855718,0.855718,-0.487482,-0.0512338,-0.611884,0.237347,-1.99188,0.987339,0.987339,-0.0725755,-0.12717,-0.646571,-0.00240651,-1.93139,0.984103,0.984103,-0.0698944,-0.0498622,-0.631418,-0.0503813,-1.92532,0.984103,0.984103,-0.0698944,-0.0498622,-0.147108,0.527064,-2.05475,0.704854,0.704854,0.687925,-0.0671668,-0.0570141,0.260052,-2.09017,0.878295,0.878295,0.440278,-0.1648,0.0187619,0.0235951,-2.03611,0.883477,0.883477,0.425245,-0.195042,0.028117,-0.0466788,-2.00828,0.883477,0.883477,0.425245,-0.195042,-0.390798,-0.00548233,-2.003,0.777623,0.777623,-0.615113,0.085565,-0.41076,-0.413549,-2.11017,0.756739,0.756739,-0.651216,-0.0121002,-0.445611,-0.758909,-2.12908,0,0,0,0,-0.438361,-0.836026,-2.03567,0,0,0,0,-0.223978,-0.00402134,-2.0406,0.617281,0.617281,0.776,0.0833985,-0.226972,-0.416384,-2.1502,0.772879,0.772879,0.631172,-0.0027574,-0.190944,-0.758157,-2.17717,0.772879,0.772879,0.631172,-0.0027574,-0.202532,-0.837042,-2.08788,0,0,0,0
-0.313753,-0.00486078,-2.06136,-0.0261527,-0.0261527,-0.0416593,0.11047,-0.328146,0.330449,-2.03154,-0.0246225,-0.0246225,-0.0799694,0.111833,-0.339815,0.651314,-1.98868,0,0,0,0,-0.317147,0.798921,-1.96851,0,0,0,0,-0.509981,0.524242,-1.96927,0.852469,0.852469,-0.49791,-0.0438021,-0.603488,0.233017,-1.99316,-0.63775,-0.63775,0.758566,0.123266,-0.633822,-0.00820389,-1.93427,0.708927,0.708927,-0.678187,0.100184,-0.615113,-0.0548772,-1.93009,0.708927,0.708927,-0.678187,0.100184,-0.147241,0.527063,-2.05465,0.716305,0.716305,0.678441,-0.0609571,-0.0615023,0.25608,-2.08844,0.814146,0.814146,0.553682,-0.166374,0.00671554,0.0208513,-2.03556,0.817923,0.817923,0.548785,-0.151311,0.00894569,-0.0495679,-2.01017,0.817923,0.817923,0.548785,-0.151311,-0.391177,-0.00546071,-2.00327,0.777757,0.777757,-0.614992,0.0855508,-0.41098,-0.413725,-2.11032,0.755153,0.755153,-0.653111,-0.0121539,-0.445418,-0.758757,-2.12896,0,0,0,0,-0.438584,-0.835827,-2.03551,0,0,0,0,-0.2244,-0.00405375,-2.04098,0.617223,0.617223,0.776063,0.082581,-0.226575,-0.417023,-2.15067,0.770028,0.770028,0.634746,-0.00280447,-0.191212,-0.75838,-2.17732,0.770028,0.770028,0.634746,-0.00280447,-0.201926,-0.837544,-2.08832,0,0,0,0
-0.314148,-0.00476474,-2.0617,-0.0257398,-0.0257398,-0.042146,0.110559,-0.328222,0.330434,-2.0316,-0.0245626,-0.0245626,-0.0800765,0.112008,-0.339801,0.651275,-1.98865,0,0,0,0,-0.317199,0.798878,-1.96844,0,0,0,0,-0.509845,0.52424,-1.96916,0.858381,0.858381,-0.490345,-0.0367787,-0.59773,0.232105,-1.99373,0.987487,0.987487,-0.0991105,-0.115517,-0.623869,-0.0107338,-1.93866,0.978958,0.978958,-0.101889,-0.0235001,-0.600256,-0.0761698,-1.93295,0.978958,0.978958,-0.101889,-0.0235001,-0.147779,0.527339,-2.05446,0.714583,0.714583,0.682175,-0.058264,-0.0661071,0.254237,-2.08677,0.762798,0.762798,0.624269,-0.164578,-0.000544557,0.0176673,-2.03527,0.761105,0.761105,0.630972,-0.10146,-0.00353793,-0.0524251,-2.01366,0.761105,0.761105,0.630972,-0.10146,-0.391552,-0.00542849,-2.00363,0.77724,0.77724,-0.615519,0.0894248,-0.407634,-0.417586,-2.11288,0.768779,0.768779,-0.636693,-0.0173827,-0.44561,-0.75895,-2.12884,0,0,0,0,-0.436227,-0.837879,-2.03846,0,0,0,0,-0.22481,-0.00389782,-2.04131,0.617426,0.617426,0.775926,0.0818095,-0.226214,-0.417274,-2.15099,0.769332,0.769332,0.635656,-0.00277118,-0.191275,-0.758373,-2.17739,0.769332,0.769332,0.635656,-0.00277118,-0.201838,-0.837535,-2.08837,0,0,0,0
-0.314499,-0.00496964,-2.062,-0.0253406,-0.0253406,-0.0425711,0.110381,-0.328284,0.330339,-2.03163,-0.0243444,-0.0243444,-0.080369,0.111761,-0.33974,0.651186,-1.98856,0,0,0,0,-0.317257,0.79887,-1.9684,0,0,0,0,-0.509796,0.524255,-1.96913,0.862511,0.862511,-0.484181,-0.0329477,-0.595185,0.231701,-1.9942,0.99068,0.99068,-0.0684747,-0.111026,-0.618467,-0.0119153,-1.94043,0.981879,0.981879,-0.0695189,-0.0237101,-0.595048,-0.0765598,-1.93555,0.981879,0.981879,-0.0695189,-0.0237101,-0.14816,0.527312,-2.05412,0.732752,0.732752,0.663173,-0.0525799,-0.06807,0.254226,-2.08646,0.560939,0.560939,0.812422,-0.158416,-0.00765604,0.0159314,-2.03577,0.590471,0.590471,0.7924,-0.0747343,-0.0105581,-0.0542931,-2.01367,0.590471,0.590471,0.7924,-0.0747343,-0.391906,-0.00561564,-2.00396,0.776614,0.776614,-0.616178,0.0935672,-0.403702,-0.42152,-2.11532,0.781456,0.781456,-0.620567,-0.0230328,-0.445774,-0.759115,-2.12874,0,0,0,0,-0.434195,-0.839319,-2.04072,0,0,0,0,-0.225147,-0.0041146,-2.04159,0.617562,0.617562,0.77577,0.0820762,-0.226629,-0.418916,-2.1519,0.769863,0.769863,0.635027,-0.0038229,-0.191447,-0.758797,-2.17753,0.769863,0.769863,0.635027,-0.0038229,-0.202097,-0.837835,-2.08836,0,0,0,0
-0.314638,-0.00486772,-2.06219,-0.0253389,-0.0253389,-0.0428609,0.110326,-0.328398,0.330325,-2.03164,-0.0245665,-0.0245665,-0.0808271,0.111676,-0.339923,0.651063,-1.98836,0,0,0,0,-0.317277,0.798852,-1.96833,0,0,0,0,-0.509593,0.524176,-1.96891,0.859817,0.859817,-0.489302,-0.0323588,-0.593996,0.231796,-1.99445,0.990708,0.990708,-0.0677271,-0.111042,-0.617515,-0.0119343,-1.94064,0.984857,0.984857,-0.0664303,-0.0339837,-0.597037,-0.0758986,-1.93472,0.984857,0.984857,-0.0664303,-0.0339837,-0.148596,0.527342,-2.05367,0.729426,0.729426,0.667241,-0.0516313,-0.0696999,0.254016,-2.08623,0.672158,0.672158,0.723377,-0.157623,-0.00934399,0.0154269,-2.03635,0.711952,0.711952,0.685715,-0.102558,-0.010649,-0.0540757,-2.01459,0.711952,0.711952,0.685715,-0.102558,-0.392036,-0.00553944,-2.00416,0.776278,0.776278,-0.616558,0.0961239,-0.400875,-0.423605,-2.11657,0.786313,0.786313,-0.613984,-0.0267752,-0.445795,-0.759224,-2.12867,0,0,0,0,-0.4337,-0.839889,-2.04154,0,0,0,0,-0.225293,-0.00399179,-2.04178,0.61766,0.61766,0.775713,0.0815692,-0.226291,-0.419126,-2.15207,0.769419,0.769419,0.635619,-0.00357286,-0.191511,-0.759053,-2.17763,0.769419,0.769419,0.635619,-0.00357286,-0.202133,-0.838001,-2.08832,0,0,0,0
-0.314746,-0.0049729,-2.06255,-0.0253298,-0.0253298,-0.0432765,0.111089,-0.328447,0.330238,-2.03171,-0.024578,-0.024578,-0.0810558,0.112,-0.339933,0.650967,-1.98829,0,0,0,0,-0.317342,0.798781,-1.96824,0,0,0,0,-0.509465,0.523989,-1.96872,0.858674,0.858674,-0.491189,-0.032529,-0.594015,0.231796,-1.99445,0.990853,0.990853,-0.0646442,-0.111136,-0.617991,-0.0119911,-1.94054,0.992791,0.992791,-0.0588636,-0.0719142,-0.609003,-0.0739793,-1.93093,0.992791,0.992791,-0.0588636,-0.0719142,-0.148779,0.527385,-2.05363,0.726716,0.726716,0.670175,-0.0512449,-0.0699873,0.253774,-2.08678,0.590986,0.590986,0.790825,-0.158945,-0.00928164,0.015247,-2.03629,0.603498,0.603498,0.783221,-0.127106,-0.00175796,-0.0538126,-2.01628,0.603498,0.603498,0.783221,-0.127106,-0.392084,-0.00559442,-2.00435,0.776879,0.776879,-0.615813,0.0971742,-0.399676,-0.425438,-2.11728,0.788809,0.788809,-0.610672,-0.028688,-0.445836,-0.763362,-2.12831,0,0,0,0,-0.432748,-0.843098,-2.03977,0,0,0,0,-0.225483,-0.00416012,-2.04237,0.616806,0.616806,0.776485,0.0810627,-0.226434,-0.4195,-2.15222,0.768247,0.768247,0.637031,-0.00382883,-0.191592,-0.759223,-2.17771,0.768247,0.768247,0.637031,-0.00382883,-0.201888,-0.838067,-2.08816,0,0,0,0
