0,30,0,0,30,0,0,8,0,0,16,0,-14,0,0,-25,0,0,-23,0,0,-6,0,0,14,0,0,25,0,0,23,0,0,6,0,0,-9.52,0,0,0,-37.32,0,0,-34.6,0,0,0,8,9.52,0,0,0,-37.32,0,0,-34.6,0,0,0,8
-0.0190725,0.00352184,0.999727,-0.0129945,-0.0145345,0.00346282,0.999804,-0.0130103,-0.0103435,-0.000748451,0.99505,-0.0988362,0,0,0,0,0.0556354,0.755079,-0.652582,0.0299545,-0.408139,0.565732,-0.554766,-0.453436,-0.450474,0.621642,-0.495562,-0.406267,-0.421024,0.566346,-0.555779,-0.439433,0.0432928,0.772169,0.632373,-0.0445552,-0.379216,0.152951,0.135849,0.902411,0.967381,-0.142831,0.0229664,0.207958,0.463917,-0.240685,0.248747,0.815461,0.12075,-0.675948,0.714704,-0.133085,-0.0100997,-0.693273,0.0499561,0.718871,-0.0098651,-0.705797,0.0234254,0.707958,0,0,0,0,-0.147507,0.686736,0.693294,-0.16118,-0.00615618,0.720625,0.0898874,0.687446,0.0194596,0.680765,0.0674076,0.729134,0,0,0,0
-0.0164082,0.00295459,0.999696,-0.0181876,-0.0129847,0.00289229,0.999746,-0.0181976,-0.00982938,-0.00311047,0.99567,-0.0923795,0,0,0,0,0.0529586,0.755654,-0.652446,0.0223078,-0.4151,0.560591,-0.547329,-0.46245,-0.452319,0.616546,-0.495434,-0.412098,-0.42518,0.559961,-0.555904,-0.443437,0.0413328,0.77377,0.631074,-0.0362977,-0.374002,0.150322,0.134161,0.905277,0.967448,-0.137318,0.0136623,0.212135,0.473192,-0.278023,0.247021,0.798607,0.11918,-0.67401,0.715955,-0.137533,-0.0210411,-0.694972,0.0410303,0.717557,-0.000178152,0.707344,-0.0268699,-0.706359,0,0,0,0,-0.142064,0.687901,0.692768,-0.163346,-0.000547092,0.718757,0.0792241,0.690732,0.0201277,0.687248,0.0745628,0.722306,0,0,0,0
-0.0149734,0.0020971,0.9997,-0.019259,-0.0121607,0.00204291,0.999738,-0.0192649,-0.00945454,-0.00273561,0.995941,-0.0894643,0,0,0,0,0.0521457,0.756152,-0.652003,0.0201736,-0.410423,0.564431,-0.549592,-0.459259,-0.446341,0.617692,-0.499139,-0.412427,-0.423633,0.561732,-0.558329,-0.439615,0.0409043,0.774479,0.630371,-0.033792,-0.366297,0.154077,0.137982,0.90722,0.966043,-0.144546,0.0370625,0.210936,0.496511,-0.26426,0.254424,0.78671,0.119359,-0.673676,0.716035,-0.138593,-0.0206231,-0.696055,0.04328,0.716386,0.0012285,0.70713,-0.0254426,-0.706625,0,0,0,0,-0.139999,0.688298,0.692805,-0.163299,0.00396055,0.717697,0.0766495,0.692113,0.0179523,0.691234,0.0758526,0.718414,0,0,0,0
-0.0144021,0.00175938,0.9997,-0.0197187,-0.0118362,0.00170876,0.999734,-0.0197231,-0.00923905,-0.00148096,0.996263,-0.0858638,0,0,0,0,0.0514549,0.756548,-0.651646,0.0185972,-0.412163,0.562619,-0.547339,-0.462603,-0.458612,0.605492,-0.488071,-0.429931,-0.437052,0.551478,-0.54505,-0.455826,0.0403931,0.7756,0.629113,-0.0320813,-0.359118,0.154635,0.139968,0.909687,0.967525,-0.147236,0.0350037,0.202462,0.495991,-0.247162,0.251738,0.79343,0.11933,-0.673334,0.716303,-0.138891,-0.0205704,-0.696482,0.0448208,0.715878,0.00146922,0.707098,-0.0248002,-0.706679,0,0,0,0,-0.139001,0.688799,0.692511,-0.163289,0.0113775,0.717199,0.0709051,0.693159,0.0120805,0.699825,0.0814032,0.709558,0,0,0,0
-0.0144717,0.00142242,0.999695,-0.0199693,-0.0117671,0.00136839,0.99973,-0.019973,-0.00893505,-0.000430403,0.99657,-0.0822673,0,0,0,0,0.0513014,0.757079,-0.651073,0.0174241,-0.404755,0.568104,-0.551644,-0.457297,-0.451183,0.609318,-0.492086,-0.427804,-0.427965,0.560765,-0.544527,-0.453738,0.0405831,0.776511,0.628051,-0.0305816,-0.353234,0.151695,0.142745,0.912052,0.968361,-0.149058,0.0283061,0.198136,0.482949,-0.270534,0.267981,0.788516,0.119003,-0.673348,0.716375,-0.138734,-0.0201536,-0.696461,0.0462944,0.715816,0.00185533,0.707085,-0.023758,-0.706727,0,0,0,0,-0.138576,0.688926,0.692434,-0.163441,0.0149148,0.717159,0.0679402,0.693429,0.00936694,0.701931,0.08393,0.70722,0,0,0,0
-0.014007,0.00131006,0.9997,-0.0200298,-0.0112267,0.00125435,0.999735,-0.0200333,-0.00825624,0.00122165,0.99699,-0.0770859,0,0,0,0,0.0507383,0.757182,-0.651025,0.0163781,-0.406266,0.565688,-0.551026,-0.459691,-0.444007,0.614097,-0.499799,-0.419455,-0.433738,0.563474,-0.552063,-0.435425,0.0408861,0.77738,0.627049,-0.028599,-0.366045,0.0173924,0.0909365,0.92598,0.599021,0.392636,0.36153,-0.596915,0.635953,0.24737,0.510959,-0.522774,0.119155,-0.673222,0.716443,-0.138868,-0.0201196,-0.6968,0.0475735,0.715403,0.0022393,0.707316,-0.0229317,-0.706522,0,0,0,0,-0.138062,0.689136,0.6924,-0.163133,0.021394,0.716665,0.0627824,0.694256,0.00372508,0.712452,0.0891093,0.69603,0,0,0,0
-0.0138628,0.00149328,0.999703,-0.0200094,-0.0111939,0.00143986,0.999736,-0.0200134,-0.00833141,0.00267705,0.997346,-0.0722862,0,0,0,0,0.0498424,0.757475,-0.650785,0.0150417,-0.406648,0.565214,-0.550175,-0.460953,-0.443475,0.613711,-0.500102,-0.420222,-0.433423,0.563386,-0.552046,-0.435874,0.0399158,0.778649,0.625589,-0.0274185,-0.363319,0.0389064,0.101303,0.925323,0.631202,0.320996,0.321738,-0.628514,0.687745,0.216705,0.442654,-0.533014,0.119119,-0.673071,0.716594,-0.13885,-0.0203784,-0.696886,0.0480626,0.71528,0.00183132,0.707314,-0.0226628,-0.706534,0,0,0,0,-0.137896,0.689377,0.692243,-0.162924,0.0165314,0.716706,0.0654497,0.6941,0.009629,0.711974,0.0857256,0.696887,0,0,0,0
-0.0139903,0.00162623,0.999703,-0.0198705,-0.0113065,0.00157288,0.999737,-0.0198748,-0.00846029,0.00324108,0.997621,-0.0683394,0,0,0,0,0.0487856,0.757996,-0.65029,0.0136046,0.259348,-0.164764,0.0989279,0.94647,0.581682,-0.520689,0.585425,0.218649,-0.426903,0.564329,-0.555536,-0.436654,0.0387567,0.780036,0.623985,-0.0261712,-0.362187,0.0415019,0.10226,0.925549,0.534781,0.460597,0.468419,-0.531454,0.556395,0.344796,0.580716,-0.484055,0.119049,-0.672926,0.716787,-0.138615,-0.0198363,-0.696803,0.0486788,0.715334,0.00226371,0.707205,-0.0227074,-0.70664,0,0,0,0,-0.138004,0.689623,0.691987,-0.162879,0.0176049,0.716778,0.0637908,0.694154,0.00899289,0.71279,0.0867809,0.69593,0,0,0,0
-0.013067,0.0015177,0.999718,-0.0197525,-0.0102329,0.0014617,0.999751,-0.0197567,-0.00725287,0.00308848,0.997772,-0.0662423,0,0,0,0,0.0471693,0.758474,-0.649845,0.0139267,0.276289,-0.1694,0.104486,0.94024,0.584342,-0.519736,0.586197,0.21164,-0.426666,0.564532,-0.55571,-0.436401,0.038782,0.781368,0.622379,-0.0245932,-0.35871,0.0826102,0.125996,0.92121,-0.632829,-0.281289,-0.335521,0.638616,0.66071,0.28143,0.338057,-0.608257,0.119224,-0.674724,0.714955,-0.139186,-0.0195181,-0.697478,0.0493428,0.714639,0.00249567,0.707871,-0.0223747,-0.705983,0,0,0,0,-0.138019,0.687265,0.694589,-0.161751,0.0134387,0.716219,0.0648962,0.694722,0.0133715,0.709876,0.0845264,0.699108,0,0,0,0
-0.0125403,0.00152261,0.999725,-0.0197365,-0.00924426,0.00145754,0.999761,-0.0197414,-0.00582216,0.00296835,0.997892,-0.0645682,0,0,0,0,0.0456319,0.758701,-0.64968,0.0143652,0.272865,-0.169181,0.105661,0.941147,0.584651,-0.519105,0.586961,0.210214,-0.426634,0.564556,-0.555735,-0.43637,0.0391329,0.781785,0.6219,-0.0228075,-0.531949,0.0705633,0.0827238,0.839767,-0.630419,-0.215016,-0.189012,0.721536,-0.607004,-0.220153,-0.183633,0.741186,0.119236,-0.675959,0.713704,-0.139603,-0.0191131,-0.697865,0.0495031,0.714261,0.00267675,0.708546,-0.0214211,-0.705335,0,0,0,0,-0.13804,0.685839,0.696139,-0.161126,0.00973529,0.715912,0.0651553,0.695076,0.0169029,0.706841,0.0831015,0.702271,0,0,0,0
